idHome,idAway,GD Home,GD Away,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Point Home,Point Away,Outcome
75,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
56,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
51,67,-4,4,15,25,5,13,8,8,4,6,4,1,0,0,0,3,1
87,41,1,0,10,12,6,7,12,27,6,2,1,3,0,0,3,1,1
47,52,-1,1,13,17,7,9,15,18,9,7,3,1,1,0,0,3,1
79,72,3,1,14,4,8,3,16,18,7,7,1,2,0,0,3,3,-1
39,70,0,4,19,13,10,6,16,12,8,8,2,0,0,0,1,3,1
60,63,0,1,13,10,10,5,15,20,7,1,1,3,0,0,1,3,0
64,56,-1,0,15,8,7,3,27,19,4,4,5,4,0,0,0,1,0
78,60,-4,-3,8,10,5,5,14,12,2,4,1,2,0,1,0,0,-1
38,62,-1,-1,9,12,5,7,22,13,9,8,1,3,1,0,0,0,0
85,75,-1,1,8,11,5,5,16,8,6,6,1,1,0,1,0,3,-1
67,79,4,3,35,35,18,19,23,24,8,18,5,3,1,0,4,4,0
60,47,1,1,18,23,11,15,19,30,6,13,3,5,2,1,3,3,0
56,60,-1,0,13,27,5,17,33,30,4,9,6,4,0,0,1,2,0
41,85,-1,-5,17,18,8,9,45,27,4,9,6,2,2,0,1,0,0
72,51,1,-4,8,31,5,15,40,19,14,13,5,6,0,0,4,1,0
75,38,5,-1,25,23,15,14,15,38,11,17,1,1,1,1,6,1,0
62,64,-1,0,27,35,16,11,20,41,17,10,4,6,0,0,1,3,0
70,78,5,-8,24,18,14,9,26,25,12,7,2,3,0,0,6,0,0
38,41,-3,-1,29,29,17,12,54,62,23,10,5,9,1,2,1,2,1
51,60,-8,1,44,28,19,15,33,27,17,12,10,4,0,2,1,4,0
87,67,2,3,27,49,13,28,24,37,13,17,1,7,1,1,6,4,0
47,62,1,-1,36,49,19,26,38,40,21,25,6,6,1,0,4,2,-1
85,56,-5,-1,31,28,12,11,43,43,13,10,4,8,0,0,1,2,-1
39,63,-1,1,26,22,15,10,34,39,10,8,4,4,0,0,1,4,0
64,52,0,-1,44,40,15,24,68,32,15,17,11,5,0,0,4,3,-1
78,72,-9,5,30,21,11,13,37,52,9,14,5,7,0,0,0,7,0
79,75,4,7,48,39,24,21,34,31,18,13,4,4,0,1,7,9,1
60,70,0,6,41,38,25,19,41,32,19,22,7,4,0,0,3,9,0
75,72,8,5,49,30,26,15,42,68,18,20,7,12,1,0,12,8,0
67,62,3,2,56,67,32,37,56,57,21,30,11,9,1,0,5,5,0
51,85,-8,-6,57,58,28,28,51,60,29,19,14,6,0,0,2,1,1
60,70,1,5,35,48,16,28,43,42,15,27,6,4,2,0,5,9,0
87,64,2,-3,39,62,18,21,35,83,16,24,1,11,1,0,7,4,1
47,39,-2,-2,47,45,24,25,60,49,30,19,9,6,1,0,4,1,0
60,78,1,-9,53,41,30,13,49,52,28,13,8,8,0,0,6,1,1
63,52,2,2,29,49,13,29,54,45,14,21,5,7,0,0,7,6,0
79,38,3,-1,59,39,31,25,46,72,23,34,8,6,0,1,7,4,-1
41,56,-3,0,34,36,16,15,79,64,11,13,11,11,3,0,2,5,1
38,60,-4,-1,47,43,29,19,83,62,37,18,7,8,1,3,4,5,1
52,79,2,6,57,76,35,40,66,57,22,27,11,8,1,0,7,10,0
56,63,-4,2,50,44,17,22,74,70,18,22,13,6,0,1,5,8,0
62,41,4,1,88,53,51,27,68,89,40,20,11,11,0,3,8,5,1
39,51,-2,-6,49,70,27,36,70,68,22,39,11,17,1,0,2,5,0
72,67,5,1,38,64,17,37,87,69,21,26,15,13,0,2,9,5,-1
64,60,-5,3,71,68,24,40,103,65,27,35,15,11,0,0,4,9,-1
78,87,-11,4,51,51,16,24,72,51,16,26,13,2,0,1,1,10,-1
70,75,7,8,62,61,37,33,60,53,30,25,6,9,0,1,12,13,0
85,47,-8,-2,65,56,34,31,74,80,20,36,9,14,0,2,1,5,1
75,39,8,-2,56,63,29,34,60,85,22,29,11,12,1,1,14,3,0
63,72,4,4,51,43,25,20,84,86,23,21,8,15,1,0,11,9,1
51,78,-6,-16,63,51,37,15,72,73,40,15,14,14,0,0,6,1,-1
87,38,9,-3,65,53,32,30,66,74,29,38,5,9,1,0,13,7,1
41,70,0,7,50,58,23,38,71,59,22,26,8,10,3,0,5,13,-1
60,85,5,-7,67,66,40,33,64,70,35,18,11,10,0,0,12,4,-1
67,52,2,2,51,70,34,44,79,80,26,24,15,13,2,1,8,8,-1
60,62,-2,5,41,95,17,52,63,65,16,36,8,8,2,0,5,11,1
47,56,-3,-6,52,54,29,20,79,70,33,20,14,13,1,1,5,5,1
79,64,6,-7,69,69,38,23,60,91,24,27,12,11,0,0,11,4,0
52,41,4,-3,60,55,37,26,73,60,22,27,16,5,1,1,11,5,1
56,67,-10,0,55,47,20,29,71,78,24,29,13,13,1,1,5,8,1
62,75,4,9,97,53,52,26,67,66,32,20,8,11,0,1,11,17,0
70,63,10,6,58,48,39,25,56,74,25,26,8,6,0,1,16,14,1
39,60,-3,4,49,63,28,39,86,61,25,37,11,12,1,1,3,12,1
72,60,2,-1,49,47,23,16,80,67,18,21,15,9,0,1,9,8,1
64,47,-7,1,53,62,21,30,92,75,27,40,11,12,0,1,5,8,1
78,79,-16,6,49,69,15,37,66,59,13,19,12,12,0,0,2,12,0
38,51,-4,-6,46,69,22,41,67,77,35,43,11,14,0,0,7,7,0
85,87,-6,10,68,65,38,31,78,61,19,29,12,4,0,1,7,16,-1
63,87,3,11,41,58,22,30,66,67,20,30,6,6,2,0,14,19,0
75,87,10,11,51,59,28,33,70,70,21,45,10,10,1,0,20,20,0
52,78,6,-15,53,45,30,17,73,67,16,14,14,13,1,0,14,5,0
56,70,-9,13,55,54,19,42,79,63,20,20,14,6,1,0,8,19,0
79,51,5,-6,65,71,37,42,56,79,29,44,13,15,0,0,12,8,0
85,39,-7,-2,70,56,41,32,76,82,17,31,11,12,0,1,7,6,-1
72,62,1,3,52,88,23,49,88,59,24,35,16,8,0,0,9,11,1
63,38,3,-4,40,54,21,27,61,65,16,38,7,8,2,0,15,8,0
47,60,-2,3,61,56,30,35,81,60,38,31,13,11,1,1,8,12,0
41,64,-5,-4,51,57,26,24,53,80,25,24,3,8,1,0,5,8,1
67,60,-1,0,50,48,28,18,84,73,25,24,12,10,1,1,8,11,-1
52,39,6,-1,53,41,29,25,72,79,16,24,14,13,1,1,15,9,1
38,47,-4,-2,46,63,20,31,67,70,31,37,8,11,0,1,9,9,0
51,63,-10,3,70,29,41,15,69,61,36,11,12,8,0,1,8,16,-1
87,79,10,9,54,70,30,43,67,55,38,31,11,10,0,1,20,15,1
62,56,2,-10,83,50,45,17,52,77,33,24,7,15,0,1,11,8,0
70,52,14,5,62,49,43,27,61,65,17,19,7,12,0,0,22,15,0
39,72,0,2,48,53,30,27,74,94,29,23,10,13,0,0,12,12,1
60,67,3,-2,63,58,37,30,58,82,28,26,12,11,1,1,13,8,0
78,41,-15,-6,48,68,21,37,63,48,21,29,12,4,0,0,6,5,-1
60,75,1,11,51,54,22,32,69,70,24,22,8,8,1,1,14,23,0
64,85,-3,-8,46,54,22,32,84,76,16,19,11,12,0,0,11,7,0
47,87,-2,11,62,47,26,26,62,60,34,36,7,8,0,0,10,23,0
56,75,-12,11,43,53,20,31,80,72,22,20,15,7,1,1,8,24,-1
70,72,12,-1,65,54,43,29,53,89,24,28,9,11,0,0,22,12,1
85,78,-8,-14,63,50,36,26,72,49,23,20,11,7,0,0,8,9,0
39,38,3,-4,44,54,31,22,71,67,28,37,9,7,0,0,15,10,0
60,79,5,8,70,62,42,40,59,52,26,32,9,10,1,1,16,15,-1
64,51,-3,-11,49,73,27,40,78,66,21,33,10,10,0,0,12,8,0
52,62,7,4,48,82,25,40,65,52,19,32,12,5,0,0,18,14,0
41,67,-7,-4,56,56,31,28,51,83,26,24,6,10,0,1,5,8,0
63,60,4,1,29,49,15,23,63,65,13,28,8,7,1,0,19,15,-1
75,64,14,-4,60,46,39,27,68,81,20,24,4,12,0,0,27,12,-1
38,85,-4,-6,50,68,22,43,71,68,30,26,7,10,1,0,11,11,-1
51,60,-10,3,90,66,49,37,60,55,33,23,9,9,0,1,11,16,0
60,52,2,6,54,51,29,29,70,67,34,18,6,9,0,1,18,18,1
72,56,-4,-15,54,40,26,19,84,77,24,20,12,12,0,0,12,8,1
78,63,-16,3,51,36,24,23,46,67,22,24,7,8,1,1,9,19,0
87,39,12,3,54,61,28,40,64,63,31,39,8,10,0,0,26,16,1
62,70,5,15,73,66,38,40,52,55,36,23,6,5,0,0,17,25,0
79,41,10,-5,68,51,43,31,49,53,34,24,6,8,1,0,18,8,-1
67,47,-6,-3,54,65,20,25,76,53,24,31,8,4,1,0,8,10,1
63,75,3,15,35,58,23,35,68,63,24,26,8,5,0,0,20,30,-1
47,78,-4,-16,53,54,18,24,51,55,23,27,6,9,0,1,10,10,1
56,51,-20,-10,40,86,22,46,73,54,18,29,14,9,0,0,8,12,-1
41,60,-2,4,47,52,30,31,58,69,20,28,10,5,0,0,11,21,1
70,67,16,-5,61,66,35,32,53,78,26,31,7,9,0,1,28,11,1
85,62,-4,4,64,66,37,33,65,59,24,33,9,6,0,0,14,17,0
39,79,-2,7,51,61,34,37,54,49,31,40,7,6,1,1,16,18,0
60,87,3,17,64,59,36,30,57,59,25,25,6,6,1,0,17,29,0
64,38,-5,-6,47,55,27,25,88,81,23,30,15,6,0,1,12,11,0
52,72,4,1,46,58,28,27,65,77,19,23,9,10,1,0,18,15,1
38,60,-7,2,54,70,23,35,82,54,24,24,6,4,1,1,11,17,1
67,64,-6,-4,62,44,29,25,73,87,30,24,9,13,1,0,11,15,0
51,47,-8,-2,81,64,46,29,49,44,26,25,4,6,0,0,15,13,1
60,56,4,-22,48,38,29,27,70,70,22,24,4,12,0,0,22,8,-1
72,41,-1,-2,54,52,25,33,73,63,28,19,10,11,1,0,15,12,-1
78,39,-18,1,54,64,24,41,65,55,27,33,8,5,1,1,10,19,0
75,52,18,6,55,45,33,28,54,62,29,17,5,7,0,1,33,21,0
87,70,18,17,54,65,26,35,58,46,10,28,3,7,0,0,32,31,1
62,63,4,0,61,36,27,22,62,66,26,30,6,7,0,0,18,20,0
79,85,4,-4,57,57,33,34,58,67,32,25,6,10,1,0,18,15,-1
63,67,-2,-5,39,65,23,35,67,66,31,34,6,6,0,1,20,14,0
52,51,6,-6,48,82,25,44,59,52,13,29,6,3,1,0,22,18,0
56,87,-21,19,47,59,31,27,68,56,21,9,9,5,0,0,11,35,1
41,75,0,18,37,64,21,38,65,56,18,32,9,5,0,0,15,34,0
70,38,16,-6,52,74,28,34,50,75,30,29,7,5,0,1,31,14,1
85,72,-3,-3,48,56,27,26,62,63,17,34,7,13,0,1,18,15,0
39,62,1,6,60,58,38,27,53,76,28,29,4,6,1,0,20,21,-1
64,78,-5,-18,46,50,24,22,81,68,29,21,11,8,0,1,15,11,0
47,79,-4,3,58,65,26,34,51,62,24,37,7,5,0,0,13,18,0
60,60,1,3,58,51,31,30,61,69,22,22,3,6,1,0,17,22,1
87,51,19,-7,71,76,33,42,59,49,16,24,7,4,0,0,36,18,0
41,63,0,-6,34,38,17,22,65,74,19,38,8,5,0,1,16,20,-1
62,60,6,2,45,54,21,30,78,56,21,25,10,3,0,1,22,20,-1
70,79,20,3,47,71,27,35,46,67,26,37,3,6,0,0,34,19,1
85,60,-3,2,37,65,20,40,69,66,18,24,7,5,0,0,19,22,0
39,64,1,-2,63,46,36,26,54,81,30,25,5,10,1,0,21,18,1
72,47,-3,-4,53,59,24,26,69,50,33,24,15,7,2,0,16,14,-1
75,67,18,-1,61,70,37,39,55,67,32,38,5,6,1,0,35,17,1
38,78,-10,-21,68,54,31,22,75,70,25,24,6,8,1,1,14,11,1
56,52,-21,7,48,46,30,21,69,60,20,14,10,4,0,1,12,25,1
67,38,-2,-9,65,68,38,33,70,70,38,26,9,6,0,0,17,17,0
51,75,-6,19,55,59,29,35,54,58,22,34,6,7,0,1,21,38,0
60,39,2,5,62,60,34,34,59,55,23,26,5,5,0,1,23,24,0
47,41,-3,-2,56,38,26,19,58,73,31,23,8,8,0,2,17,16,0
52,87,6,18,46,63,22,31,58,61,15,23,4,9,0,0,25,36,0
60,72,3,-4,54,56,29,31,54,70,26,37,2,13,1,2,23,16,1
64,70,-6,22,40,47,24,30,75,41,25,25,9,3,0,0,18,37,-1
79,56,1,-20,70,53,35,36,61,74,36,22,7,11,0,0,19,15,-1
75,78,19,-22,59,53,36,25,63,72,26,27,8,10,1,0,39,11,1
63,79,-4,1,33,75,13,42,76,61,30,32,6,5,1,0,23,20,-1
67,85,-4,-3,59,35,31,15,61,74,35,14,7,7,0,0,17,20,0
60,87,2,19,68,59,37,32,60,58,29,29,4,12,0,0,24,39,1
52,60,5,6,42,58,17,31,57,47,12,28,4,1,0,0,25,26,1
56,38,-20,-7,53,71,35,36,71,62,25,22,10,5,0,0,16,20,0
41,39,-3,5,38,67,20,36,79,59,27,35,9,5,2,0,16,25,0
62,51,5,-6,53,56,25,31,74,55,22,22,9,6,0,0,22,22,1
70,47,23,-2,53,63,33,32,40,62,27,39,3,8,0,0,40,20,1
72,64,-7,-7,53,49,32,30,82,65,39,27,15,7,2,0,16,18,0
38,52,-7,7,71,48,34,20,60,61,24,21,6,4,0,0,21,28,1
51,41,-8,-3,53,31,28,18,62,75,21,30,8,7,0,2,22,17,0
87,72,17,-5,66,51,36,34,55,76,32,31,12,13,0,1,39,19,0
47,63,-3,-3,50,34,23,14,65,82,33,38,8,7,0,1,20,26,0
79,62,0,7,79,56,46,29,59,68,33,27,4,8,0,0,20,25,1
85,70,-3,24,32,58,15,36,68,42,13,27,6,3,0,0,21,43,-1
39,67,5,-4,62,59,32,35,56,57,38,45,4,8,0,0,26,18,0
64,60,-9,4,44,69,28,37,61,59,30,34,8,4,0,0,18,27,0
78,56,-25,-20,47,46,22,28,76,71,22,24,13,9,0,0,11,17,0
60,75,4,22,51,65,30,40,52,67,30,34,3,8,0,1,26,42,-1
38,72,-4,-8,61,46,30,30,64,78,23,21,6,8,0,1,24,19,1
51,70,-8,25,55,63,30,39,67,45,17,25,9,4,0,1,23,46,-1
87,62,20,7,69,59,40,37,52,67,37,30,8,8,0,0,42,26,-1
47,75,-2,23,59,60,26,35,54,64,31,28,6,7,0,1,23,45,-1
79,60,0,5,71,66,40,39,50,61,28,42,5,2,0,0,21,30,1
85,52,-4,4,35,50,14,22,63,57,14,24,7,3,0,0,21,28,1
39,56,4,-22,70,43,39,26,48,68,43,30,3,12,0,1,26,17,1
60,41,3,-3,50,31,30,21,53,78,28,33,3,8,0,2,26,18,0
64,63,-10,-4,53,32,34,15,56,87,35,32,8,6,0,1,18,26,1
78,67,-23,-3,50,52,22,26,64,60,25,44,12,9,0,0,14,21,-1
75,85,23,-3,61,43,35,19,68,65,27,23,9,8,0,0,46,24,1
63,60,-7,3,34,46,14,30,76,53,34,24,5,5,1,0,26,27,0
67,51,-3,-9,50,60,24,30,65,60,44,25,9,9,0,0,22,23,1
60,78,5,-23,55,50,29,23,60,63,35,22,2,11,0,0,31,15,1
52,47,3,-2,49,58,23,28,59,56,22,33,5,5,0,0,28,24,1
56,64,-23,-7,44,52,27,31,71,57,31,32,10,6,1,0,17,21,0
62,38,8,-3,53,69,31,40,52,70,27,27,8,5,1,0,29,27,1
72,79,-9,0,51,74,32,43,72,46,22,25,5,4,0,0,19,22,-1
41,87,-3,19,36,59,28,32,80,56,31,37,8,6,2,0,19,42,-1
70,39,26,5,62,70,38,39,47,49,25,40,4,2,1,0,49,29,0
51,72,-8,-7,72,50,38,30,62,66,29,17,10,4,0,0,26,22,0
47,60,-3,7,60,55,29,30,52,55,30,34,4,2,0,0,24,34,-1
79,67,-2,-4,77,53,40,26,44,66,27,42,4,7,0,0,22,22,0
85,41,-6,-7,43,34,20,26,69,78,20,31,7,6,0,0,24,19,1
60,56,2,-24,47,37,32,17,68,71,29,29,6,8,1,1,27,17,1
64,62,-6,9,63,58,35,32,58,53,30,29,5,7,0,1,24,32,1
78,70,-25,26,41,64,19,38,67,52,22,25,14,6,0,1,15,50,0
38,75,-4,26,66,70,34,41,73,66,29,29,4,8,0,0,27,49,-1
87,63,23,-6,61,39,33,18,50,67,31,31,5,4,0,0,45,29,0
39,52,5,4,58,53,31,26,50,67,32,22,0,4,0,0,30,31,1
78,62,-24,8,44,50,20,26,66,56,20,26,12,8,0,1,18,32,-1
63,39,-6,7,32,57,15,35,59,51,26,30,4,0,0,0,30,33,-1
60,51,8,-7,44,66,24,31,58,60,32,23,4,9,0,0,37,29,0
52,64,2,-5,59,56,30,30,64,64,24,28,3,4,0,0,31,27,0
56,85,-25,-6,42,44,19,21,71,71,30,23,6,8,1,0,17,25,0
41,38,-7,-6,42,63,30,32,72,79,30,31,8,8,0,0,20,27,0
62,47,8,-4,51,62,28,28,62,45,24,29,9,6,1,0,33,24,0
70,60,25,3,67,53,37,31,49,77,29,22,4,7,1,1,50,30,1
72,78,-8,-24,47,48,26,25,58,63,14,24,2,9,1,0,22,19,0
75,79,28,-2,74,68,46,36,74,44,30,23,7,6,0,0,52,23,1
67,87,-4,23,47,66,24,33,72,53,35,29,7,4,0,0,23,46,-1
38,56,-1,-28,64,44,38,20,73,70,35,30,7,7,0,2,30,17,1
51,62,-6,8,73,61,39,28,51,55,28,25,7,7,0,1,32,34,1
47,70,-4,26,58,60,26,33,46,50,30,23,5,4,0,1,25,53,-1
85,67,-3,-5,54,47,24,21,67,70,28,26,8,7,0,0,28,23,-1
39,41,7,-12,49,49,31,34,52,73,26,29,3,8,0,0,34,20,1
60,52,2,3,64,61,40,33,76,57,27,23,7,4,1,0,30,34,0
64,72,-6,-8,55,54,31,28,66,57,35,17,4,1,0,1,27,23,1
78,75,-24,29,45,70,25,45,58,72,24,21,9,7,0,0,20,55,0
87,60,24,7,68,50,34,27,57,53,29,29,3,3,0,0,49,37,1
79,63,-3,-6,68,42,39,17,43,54,24,19,7,3,1,0,23,31,0
75,60,31,2,63,69,43,43,80,74,22,42,8,7,0,1,58,31,1
56,78,-30,-26,42,47,20,25,72,63,30,28,5,10,1,0,17,20,1
41,51,-14,-6,49,70,31,37,67,50,23,28,8,9,0,0,20,33,0
63,47,-6,-5,44,54,17,28,51,50,22,32,4,6,0,0,32,25,1
67,39,-4,9,42,49,20,29,69,63,21,27,7,4,0,0,26,37,0
60,64,6,-5,45,52,19,35,57,74,21,30,3,4,0,0,37,30,-1
52,38,3,1,63,67,38,37,68,71,23,30,6,9,0,0,35,33,-1
62,79,8,-3,68,73,33,43,61,48,27,28,7,6,0,1,35,24,1
70,85,27,-4,69,58,36,29,49,62,28,32,2,5,0,0,56,28,-1
72,87,-9,25,63,69,34,32,56,58,21,26,1,5,1,0,23,52,-1
51,79,-6,-4,64,61,41,36,59,47,25,29,9,6,0,1,34,24,-1
60,67,4,-4,54,50,29,22,59,61,29,22,6,6,0,0,37,27,1
87,75,27,33,70,65,34,44,56,77,28,23,7,7,0,0,55,61,-1
70,56,26,-27,81,53,42,23,54,70,32,31,3,5,0,1,56,20,0
39,85,9,-3,50,60,30,32,59,65,28,28,4,5,0,0,38,31,-1
60,47,0,-8,65,51,35,27,74,51,47,38,8,6,1,0,31,25,-1
78,52,-29,2,51,67,26,40,65,67,26,28,9,6,0,1,20,35,1
38,63,2,-3,59,50,27,25,71,55,26,24,10,5,0,0,36,35,1
64,41,-3,-14,53,55,38,38,73,68,33,26,4,8,0,0,33,21,1
75,60,34,5,54,55,38,32,83,60,21,31,8,5,0,0,64,40,1
67,60,-5,0,60,65,31,34,52,65,30,43,4,8,0,0,27,32,-1
47,38,-8,2,52,62,28,33,61,71,36,27,6,8,0,0,26,37,0
52,70,1,26,62,93,35,42,64,53,29,42,6,2,1,0,35,57,-1
41,78,-14,-28,63,52,42,30,65,65,23,30,10,8,1,0,22,23,0
79,87,-2,26,63,69,43,32,49,65,33,37,6,10,1,1,27,55,0
56,62,-27,9,53,68,25,36,70,54,34,30,7,4,1,0,21,38,0
72,39,-11,10,63,59,35,36,50,68,24,32,2,4,1,0,23,41,-1
63,85,-3,-4,52,63,28,32,55,65,22,28,6,7,0,0,36,31,1
63,51,-1,-8,59,64,32,42,60,55,24,30,7,6,0,0,39,34,1
85,64,-6,-3,58,48,31,39,70,69,27,32,9,3,1,0,31,34,0
63,41,1,-14,54,59,33,40,57,60,25,23,7,5,0,1,42,23,0
67,75,-5,35,70,62,35,40,49,70,34,31,4,7,0,0,28,67,0
51,87,-10,27,61,62,38,27,61,63,33,32,6,9,0,1,34,58,0
60,85,4,-5,54,53,31,31,56,74,29,24,3,9,0,1,40,34,1
47,72,-6,-11,50,70,28,35,68,52,31,30,6,4,0,1,29,24,0
52,56,1,-27,56,54,32,25,69,75,29,34,6,6,1,1,36,22,0
79,70,-3,26,67,91,40,43,50,67,36,33,4,5,1,0,27,58,1
60,62,0,9,57,80,34,45,57,56,51,32,8,4,0,0,33,39,0
64,39,-4,10,51,54,38,29,66,67,32,31,3,6,0,0,34,42,0
78,38,-28,0,49,62,27,36,60,72,26,35,7,6,0,0,24,37,-1
62,72,7,-12,84,67,47,35,48,51,34,32,4,5,0,0,39,24,1
75,51,37,-12,65,67,36,39,68,60,29,35,6,7,0,0,70,34,1
38,67,4,-7,63,67,33,33,79,52,39,37,7,3,0,0,40,28,-1
87,52,29,3,57,59,26,32,62,77,32,23,9,9,1,1,61,39,1
41,47,-13,-5,50,57,33,30,74,67,24,34,7,5,1,0,26,32,0
62,78,10,-32,83,50,51,24,50,64,36,28,4,7,0,0,42,24,0
70,64,23,-3,96,58,45,38,72,67,36,22,7,2,0,0,58,37,1
85,63,-6,0,53,53,33,35,77,59,23,28,9,7,1,0,34,42,1
39,60,9,5,56,54,31,31,69,60,40,28,3,3,0,0,42,43,1
72,60,-15,2,54,47,29,26,62,66,34,42,6,9,0,0,24,36,0
56,79,-29,0,55,75,27,43,74,55,34,39,8,3,0,0,22,30,0
63,56,-2,-28,56,52,36,26,62,71,24,28,6,8,0,0,42,25,0
67,72,-5,-14,77,54,38,28,54,65,40,35,4,6,0,0,31,27,0
60,38,3,2,55,58,33,33,55,75,31,40,5,5,0,0,43,40,0
87,78,30,-33,54,46,28,25,65,58,37,26,8,6,1,0,64,24,0
47,85,-5,-4,52,54,25,34,77,71,29,22,9,10,1,1,33,37,0
79,52,-1,2,75,53,45,25,58,72,33,21,4,9,1,1,30,39,0
60,64,1,-6,49,51,28,28,66,61,29,18,10,2,0,0,36,37,0
75,70,38,26,66,88,37,42,62,72,31,33,6,8,0,0,73,61,0
51,39,-13,11,63,56,35,32,59,63,33,37,6,2,0,0,34,45,1
41,62,-13,11,53,84,34,49,75,40,32,45,6,2,1,0,27,45,0
52,63,2,1,45,60,21,34,66,59,16,26,7,5,0,0,40,45,0
85,51,-4,-12,56,74,35,38,63,57,23,33,9,5,1,0,38,37,1
39,47,10,-5,57,61,32,29,63,79,38,26,4,9,0,1,45,34,1
64,87,-7,33,54,59,27,34,63,58,20,34,4,6,0,1,37,67,-1
78,60,-36,2,44,57,24,33,56,62,27,30,6,7,0,0,24,39,-1
38,79,3,-1,67,81,41,46,72,62,47,33,5,5,0,1,43,31,1
62,67,11,-6,91,74,54,40,53,53,49,37,5,4,0,0,46,31,1
56,41,-31,-13,43,51,25,28,74,74,31,31,8,9,0,1,25,28,1
75,62,38,15,72,93,41,52,64,50,34,47,5,4,0,0,74,49,-1
47,64,-7,-8,62,56,29,25,67,64,30,21,9,6,1,0,34,37,1
63,70,1,26,57,78,30,37,68,77,24,30,4,8,0,0,46,62,1
67,56,-10,-30,65,51,30,32,57,76,29,31,5,8,0,1,31,28,-1
51,38,-14,3,71,62,35,36,63,70,29,45,7,6,0,0,37,44,-1
60,72,2,-13,48,51,28,27,53,67,24,29,3,5,0,0,43,30,1
87,85,34,-2,59,58,37,35,52,56,27,25,2,7,0,0,70,41,0
41,52,-14,2,51,42,30,21,74,74,39,14,8,11,0,0,28,41,0
79,78,-1,-39,71,40,37,17,65,55,26,22,5,7,1,0,32,24,0
39,75,12,40,53,75,31,41,54,62,36,31,4,6,0,0,48,77,0
38,87,3,34,57,69,31,42,64,51,38,32,7,2,0,0,45,71,0
52,67,4,-11,44,58,22,30,76,61,14,29,10,6,0,0,44,31,1
62,60,13,2,87,46,45,24,51,60,48,22,4,4,0,0,49,44,0
85,60,-2,5,57,61,34,38,54,56,24,30,7,7,0,0,42,42,1
72,63,-13,0,43,58,27,32,66,69,23,21,4,3,0,0,31,46,1
64,79,-10,-1,58,71,30,41,63,66,20,24,8,5,1,1,37,33,-1
78,51,-39,-14,49,77,23,40,58,58,25,30,7,7,0,0,25,38,0
56,47,-29,-5,47,60,29,32,76,63,29,33,10,5,1,1,31,37,-1
70,41,27,-16,64,51,36,31,75,80,21,48,7,10,0,0,65,28,0
75,56,40,-29,65,52,35,30,66,75,23,32,7,9,0,1,78,32,1
67,41,-10,-17,59,59,32,34,63,65,22,46,5,11,0,0,34,28,1
51,64,-13,-10,70,62,33,36,61,60,31,21,7,9,0,1,41,38,1
60,63,3,-2,46,58,24,30,67,68,23,17,4,4,0,1,47,46,0
87,47,33,-5,63,55,36,30,52,65,28,32,3,6,0,1,71,38,0
62,52,12,3,92,35,48,19,54,74,45,16,5,6,0,0,49,44,0
79,60,-1,3,63,67,38,40,69,62,20,24,5,6,1,0,34,42,-1
72,70,-11,28,50,67,30,41,73,67,23,25,3,4,0,0,34,68,1
78,85,-40,0,48,67,25,43,60,56,23,23,8,7,0,0,25,45,1
38,39,4,12,47,57,27,34,58,59,32,35,5,2,0,0,48,49,0
70,60,27,3,69,44,44,22,61,68,34,28,3,5,0,0,68,48,1
47,67,-5,-9,53,55,31,29,54,65,34,18,1,5,0,0,39,37,0
52,60,3,1,41,43,25,20,71,64,22,25,7,4,0,0,45,48,1
41,79,-18,-3,57,57,34,31,67,66,41,21,11,5,0,0,28,34,-1
70,62,29,12,68,98,44,54,57,65,38,45,2,5,0,0,71,50,0
85,38,-2,4,70,47,44,21,55,64,27,35,7,6,0,0,45,49,0
60,51,5,-11,69,77,42,41,51,65,26,41,4,6,0,0,45,44,1
63,78,-2,-38,47,52,22,27,64,58,16,25,4,8,1,0,47,28,1
56,72,-34,-10,55,55,29,30,72,67,36,18,7,4,1,0,32,37,-1
39,87,12,33,56,66,34,34,59,51,26,27,6,2,1,0,50,72,0
64,75,-12,45,58,66,33,38,71,65,24,23,10,6,1,0,38,81,-1
75,63,45,-2,64,44,37,24,68,64,21,18,6,5,0,1,82,48,0
67,70,-8,28,51,66,27,40,76,58,18,34,9,3,0,0,40,71,0
60,41,-1,-18,40,56,14,30,66,65,29,38,4,8,0,0,48,29,-1
87,60,32,4,68,65,30,37,57,52,25,24,4,6,0,0,72,45,0
79,39,-3,13,56,62,32,36,68,60,20,27,5,7,0,1,35,53,0
72,52,-9,5,46,44,27,29,72,76,14,25,6,8,0,0,40,48,0
78,47,-38,-6,54,55,30,33,59,46,23,34,6,1,0,0,29,39,-1
